"0,07","0,5199","0,0115","0,0072",8,1,"0,008",7,,
"0,07","0,5199","0,0115","0,0072",8,1,"0,008",8,,
"0,07","0,5199","0,0115","0,0072",8,2,0,0,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",1,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",2,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",3,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",4,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",5,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,008",6,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,008",7,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,008",8,,
"0,07","0,5199","0,0115","0,0072",8,3,0,0,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",1,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",2,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",3,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",4,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",5,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,008",6,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,008",7,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,008",8,,
"0,07","0,5159","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL1
"0,07","0,5159","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL2
"0,07","0,5159","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL3
"0,07","0,5159","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL4
"0,07","0,5159","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL5
"0,07","0,5159","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL6
"0,07","0,5159","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL7
"0,07","0,5159","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL8
"0,07","0,5159","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL9
"0,07","0,5159","0,0115","0,0072",8,1,0,0,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",1,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",2,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",3,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",4,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",5,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,008",6,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,008",7,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,008",8,,
"0,07","0,5159","0,0115","0,0072",8,2,0,0,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",1,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",2,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",3,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",4,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",5,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,008",6,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,008",7,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,008",8,,
"0,07","0,5159","0,0115","0,0072",8,3,0,0,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",1,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",2,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",3,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",4,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",5,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,008",6,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,008",7,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,008",8,,
"0,05","0,5099","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR1
"0,05","0,5099","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR2
"0,05","0,5099","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR3
"0,05","0,5099","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR4
"0,05","0,5099","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR5
"0,05","0,5099","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR6
"0,05","0,5099","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR7
"0,05","0,5099","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR8
"0,05","0,5099","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR9
"0,05","0,5099","0,0115","0,0072",8,1,0,0,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",1,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",2,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",3,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",4,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",5,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,008",6,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,008",7,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,008",8,,
"0,05","0,5099","0,0115","0,0072",8,2,0,0,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",1,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",2,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",3,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",4,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",5,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,008",6,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,008",7,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,008",8,,
"0,05","0,5099","0,0115","0,0072",8,3,0,0,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",1,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",2,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",3,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",4,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",5,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,008",6,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,008",7,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,008",8,,
"0,09","0,5099","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR1
"0,09","0,5099","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR2
"0,09","0,5099","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR3
"0,09","0,5099","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR4
"0,09","0,5099","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR5
"0,09","0,5099","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR6
"0,09","0,5099","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR7
"0,09","0,5099","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR8
"0,09","0,5099","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR9
"0,09","0,5099","0,0115","0,0072",8,1,0,0,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",1,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",2,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",3,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",4,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",5,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,008",6,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,008",7,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,008",8,,
"0,09","0,5099","0,0115","0,0072",8,2,0,0,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",1,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",2,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",3,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",4,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",5,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,008",6,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,008",7,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,008",8,,
"0,09","0,5099","0,0115","0,0072",8,3,0,0,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",1,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",2,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",3,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",4,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",5,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,008",6,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,008",7,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,008",8,,
"0,071","0,5099","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR1
"0,071","0,5099","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR2
"0,071","0,5099","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR3
"0,071","0,5099","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR4
"0,071","0,5099","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR5
"0,071","0,5099","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR6
"0,071","0,5099","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR7
"0,071","0,5099","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR8
"0,071","0,5099","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR9
"0,071","0,5099","0,0115","0,0072",8,1,0,0,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",1,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",2,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",3,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",4,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",5,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,008",6,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,008",7,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,008",8,,
"0,071","0,5099","0,0115","0,0072",8,2,0,0,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",1,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",2,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",3,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",4,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",5,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,008",6,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,008",7,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,008",8,,
"0,071","0,5099","0,0115","0,0072",8,3,0,0,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",1,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",2,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",3,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",4,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",5,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,008",6,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,008",7,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,008",8,,
"0,07","0,5099","0,0115","0,0072",8,0,0,0,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",1,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",2,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",3,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",4,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",5,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,008",6,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,008",7,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,008",8,,
"0,07","0,5099","0,0115","0,0072",8,1,0,0,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH1
"0,07","0,5099","0,0115","0,0072",8,"0,2879","0,009",1,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH2
"0,07","0,5099","0,0115","0,0072",8,"0,2514","0,009",2,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH3
"0,07","0,5099","0,0115","0,0072",8,"0,2137","0,009",3,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH4
"0,07","0,5099","0,0115","0,0072",8,"0,1837","0,009",4,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH5
"0,07","0,5099","0,0115","0,0072",8,"0,1539","0,009",5,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH6
"0,07","0,5099","0,0115","0,0072",8,"0,083","0,008",6,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH7
"0,07","0,5099","0,0115","0,0072",8,"0,038","0,008",7,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH8
"0,07","0,5099","0,0115","0,0072",8,"0,018","0,008",8,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH9
"0,07","0,5099","0,0115","0,0072",8,2,0,0,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH1
"0,07","0,5099","0,0115","0,0072",8,"0,3079","0,009",1,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH2
"0,07","0,5099","0,0115","0,0072",8,"0,2714","0,009",2,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH3
"0,07","0,5099","0,0115","0,0072",8,"0,2337","0,009",3,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH4
"0,07","0,5099","0,0115","0,0072",8,"0,2037","0,009",4,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH5
"0,07","0,5099","0,0115","0,0072",8,"0,1739","0,009",5,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH6
"0,07","0,5099","0,0115","0,0072",8,"0,103","0,008",6,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH7
"0,07","0,5099","0,0115","0,0072",8,"0,058","0,008",7,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH8
"0,07","0,5099","0,0115","0,0072",8,"0,038","0,008",8,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH9
"0,07","0,5099","0,0115","0,0072",8,3,0,0,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH1
"0,07","0,5099","0,0115","0,0072",8,"0,3029","0,009",1,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH2
"0,07","0,5099","0,0115","0,0072",8,"0,2664","0,009",2,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH3
"0,07","0,5099","0,0115","0,0072",8,"0,2287","0,009",3,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH4
"0,07","0,5099","0,0115","0,0072",8,"0,1987","0,009",4,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH5
"0,07","0,5099","0,0115","0,0072",8,"0,1689","0,009",5,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH6
"0,07","0,5099","0,0115","0,0072",8,"0,098","0,008",6,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH7
"0,07","0,5099","0,0115","0,0072",8,"0,053","0,008",7,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH8
"0,07","0,5099","0,0115","0,0072",8,"0,033","0,008",8,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH9
"0,05","0,5199","0,0115","0,0072",8,0,0,0,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",1,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",2,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",3,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",4,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",5,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,008",6,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,008",7,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,008",8,,
"0,05","0,5199","0,0115","0,0072",8,1,0,0,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",1,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",2,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",3,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",4,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",5,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,008",6,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,008",7,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,008",8,,
"0,05","0,5199","0,0115","0,0072",8,2,0,0,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",1,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",2,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",3,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",4,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",5,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,008",6,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,008",7,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,008",8,,
"0,05","0,5199","0,0115","0,0072",8,3,0,0,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",1,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",2,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",3,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",4,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",5,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,008",6,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,008",7,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,008",8,,
"0,05","0,5159","0,0115","0,0072",8,0,0,0,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",1,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",2,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",3,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",4,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",5,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,008",6,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,008",7,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,008",8,,
"0,05","0,5159","0,0115","0,0072",8,1,0,0,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,009",1,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,009",2,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,009",3,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,009",4,,
